chr,strand,coordinate,region,region_start,region_end,gene
Chr4,+,16587159,3UTR,16586864,16587480,LOC_Os04g28090
Chr4,-,16590566,3UTR,16590169,16590786,LOC_Os04g28100
Chr4,+,16605139,3UTR,16604980,16605438,LOC_Os04g28120
Chr4,-,16645532,3UTR,16645401,16645986,LOC_Os04g28180
Chr4,-,16645602,3UTR,16645401,16645986,LOC_Os04g28180
Chr4,-,16645840,3UTR,16645401,16645986,LOC_Os04g28180
Chr4,-,16666922,3UTR,16666799,16667727,LOC_Os04g28210
Chr4,-,16667149,3UTR,16666799,16667727,LOC_Os04g28210
Chr4,-,16669556,CDS,16667728,16670437,LOC_Os04g28210
Chr4,+,16687396,intron,16687377,16687475,LOC_Os04g28234
Chr4,+,16687604,intron,16687582,16691906,LOC_Os04g28234
Chr4,+,16693257,3UTR,16691907,16693732,LOC_Os04g28234
Chr4,+,16693445,3UTR,16691907,16693732,LOC_Os04g28234
Chr4,-,16693997,3UTR,16693692,16694350,LOC_Os04g28250
Chr4,-,16694176,3UTR,16693692,16694350,LOC_Os04g28250
Chr4,+,16707397,3UTR,16707127,16707781,LOC_Os04g28260
Chr4,-,16731799,3UTR,16731745,16732392,LOC_Os04g28280
Chr4,+,16757365,3UTR,16757224,16757871,LOC_Os04g28300
Chr4,+,16760780,intron,16760473,16762367,LOC_Os04g28310
Chr4,-,16794912,3UTR,16794409,16795056,LOC_Os04g28370
Chr4,+,16802529,3UTR,16802287,16802606,LOC_Os04g28390
Chr4,+,16808258,3UTR,16808130,16808559,LOC_Os04g28410
Chr4,-,16813651,3UTR,16813548,16814222,LOC_Os04g28420
Chr4,-,16813687,3UTR,16813548,16814222,LOC_Os04g28420
Chr4,-,16813964,3UTR,16813548,16814222,LOC_Os04g28420
Chr4,-,16843364,3UTR,16842983,16843895,LOC_Os04g28460
Chr4,-,16855183,intron,16854641,16855418,LOC_Os04g28460
Chr4,-,16855286,intron,16854641,16855418,LOC_Os04g28460
Chr4,-,16863879,3UTR,16863458,16864106,LOC_Os04g28480
Chr4,-,16866889,intron,16864854,16866963,LOC_Os04g28480
Chr4,+,16890035,intron,16889332,16891852,LOC_Os04g28520
Chr4,+,16951410,3UTR,16951296,16951896,LOC_Os04g28620
Chr4,+,16951616,3UTR,16951296,16951896,LOC_Os04g28620
Chr4,+,16985079,3UTR,16984582,16985229,LOC_Os04g28670
Chr4,+,16987167,intron,16986249,16987868,LOC_Os04g28680
Chr4,+,17046886,3UTR,17046790,17047221,LOC_Os04g28780
Chr4,+,17046958,3UTR,17046790,17047221,LOC_Os04g28780
Chr4,+,17057069,3UTR,17056849,17057496,LOC_Os04g28805
Chr4,-,17064104,3UTR,17063317,17064558,LOC_Os04g28820
Chr4,-,17067778,CDS,17067657,17068598,LOC_Os04g28820
Chr4,-,17068167,CDS,17067657,17068598,LOC_Os04g28820
Chr4,-,17068427,CDS,17067657,17068598,LOC_Os04g28820
Chr4,+,17078501,3UTR,17078237,17078884,LOC_Os04g28830
Chr4,+,17084720,intron,17084444,17086273,LOC_Os04g28840
Chr4,+,17098241,3UTR,17098127,17098695,LOC_Os04g28850
Chr4,+,17110604,3UTR,17110491,17110923,LOC_Os04g28870
Chr4,+,17183517,3UTR,17183338,17183820,LOC_Os04g28990
Chr4,-,17185321,3UTR,17184845,17185435,LOC_Os04g29000
Chr4,+,17203473,3UTR,17203349,17203786,LOC_Os04g29030
Chr4,+,17214034,3UTR,17214022,17214669,LOC_Os04g29050
Chr4,+,17214139,3UTR,17214022,17214669,LOC_Os04g29050
Chr4,-,17258635,3UTR,17258188,17258835,LOC_Os04g29090
Chr4,-,17259928,intron,17259759,17260263,LOC_Os04g29090
Chr4,-,17260163,intron,17259759,17260263,LOC_Os04g29090
Chr4,+,17346115,intron,17345807,17346718,LOC_Os04g29260
Chr4,-,17491649,3UTR,17491151,17491798,LOC_Os04g29424
Chr4,-,17541716,3UTR,17541599,17542246,LOC_Os04g29530
Chr4,+,17561387,3UTR,17561235,17561744,LOC_Os04g29550
Chr4,+,17561545,3UTR,17561235,17561744,LOC_Os04g29550
Chr4,+,17589755,3UTR,17589636,17590054,LOC_Os04g29580
Chr4,-,17637276,intron,17637242,17638942,LOC_Os04g29630
Chr4,+,17654113,intron,17653987,17654114,LOC_Os04g29670
Chr4,+,17654273,3UTR,17654188,17654835,LOC_Os04g29670
Chr4,+,17654693,3UTR,17654188,17654835,LOC_Os04g29670
Chr4,-,17739162,3UTR,17738965,17739612,LOC_Os04g29770
Chr4,-,17753517,intron,17752732,17756024,LOC_Os04g29790
Chr4,-,17764689,3UTR,17764391,17765038,LOC_Os04g29810
Chr4,+,17839782,3UTR,17839515,17840202,LOC_Os04g29920
Chr4,-,17874305,3UTR,17874013,17874501,LOC_Os04g29960
Chr4,-,17906101,3UTR,17905797,17906317,LOC_Os04g30010
Chr4,-,17906240,3UTR,17905797,17906317,LOC_Os04g30010
Chr4,-,17913213,3UTR,17912789,17913436,LOC_Os04g30030
Chr4,-,17913315,3UTR,17912789,17913436,LOC_Os04g30030
Chr4,+,17940505,3UTR,17940264,17940790,LOC_Os04g30040
Chr4,-,17944577,3UTR,17944120,17944767,LOC_Os04g30060
Chr4,-,18001067,3UTR,18000719,18001305,LOC_Os04g30160
Chr4,+,18014933,3UTR,18014643,18015402,LOC_Os04g30180
Chr4,+,18023944,intron,18023813,18024507,LOC_Os04g30200
Chr4,+,18030494,3UTR,18030125,18030795,LOC_Os04g30210
Chr4,-,18042194,3UTR,18041829,18042432,LOC_Os04g30240
Chr4,-,18052835,3UTR,18052816,18053826,LOC_Os04g30250
Chr4,-,18052938,3UTR,18052816,18053826,LOC_Os04g30250
Chr4,-,18053138,3UTR,18052816,18053826,LOC_Os04g30250
Chr4,-,18056490,intron,18053827,18056858,LOC_Os04g30250
Chr4,+,18098735,3UTR,18098119,18099034,LOC_Os04g30320
Chr4,+,18140051,3UTR,18139879,18140526,LOC_Os04g30390
Chr4,+,18150932,intron,18149977,18152217,LOC_Os04g30410
Chr4,+,18172030,3UTR,18171799,18172337,LOC_Os04g30420
Chr4,-,18172249,3UTR,18171845,18172514,LOC_Os04g30430
Chr4,+,18193881,3UTR,18193538,18194187,LOC_Os04g30450
Chr4,-,18200592,3UTR,18200239,18200886,LOC_Os04g30470
Chr4,+,18216618,3UTR,18216272,18217056,LOC_Os04g30490
Chr4,+,18216727,3UTR,18216272,18217056,LOC_Os04g30490
Chr4,+,18216757,3UTR,18216272,18217056,LOC_Os04g30490
Chr4,+,18247779,intron,18247739,18248936,LOC_Os04g30530
Chr4,+,18247865,intron,18247739,18248936,LOC_Os04g30530
Chr4,-,18257976,3UTR,18257423,18258070,LOC_Os04g30570
Chr4,-,18361188,3UTR,18360889,18361519,LOC_Os04g30720
Chr4,-,18361275,3UTR,18360889,18361519,LOC_Os04g30720
Chr4,-,18371631,3UTR,18371302,18371906,LOC_Os04g30740
Chr4,-,18372670,intron,18372176,18373642,LOC_Os04g30740
Chr4,-,18382676,3UTR,18382368,18382974,LOC_Os04g30760
Chr4,-,18385975,intron,18385785,18387477,LOC_Os04g30760
Chr4,-,18392640,3UTR,18392337,18392808,LOC_Os04g30770
Chr4,-,18401035,3UTR,18400736,18401420,LOC_Os04g30780
Chr4,-,18401247,3UTR,18400736,18401420,LOC_Os04g30780
Chr4,-,18407326,3UTR,18407023,18407942,LOC_Os04g30790
Chr4,-,18409822,intron,18409395,18410097,LOC_Os04g30790
Chr4,-,18414060,3UTR,18414014,18414321,LOC_Os04g30800
Chr4,+,18456562,3UTR,18456441,18456970,LOC_Os04g30880
Chr4,-,18457574,3UTR,18457253,18458074,LOC_Os04g30890
Chr4,-,18457905,3UTR,18457253,18458074,LOC_Os04g30890
Chr4,-,18457950,3UTR,18457253,18458074,LOC_Os04g30890
Chr4,+,18472614,intron,18469980,18472616,LOC_Os04g30910
Chr4,+,18473654,3UTR,18473349,18474115,LOC_Os04g30910
Chr4,+,18473801,3UTR,18473349,18474115,LOC_Os04g30910
Chr4,+,18494355,3UTR,18494160,18494807,LOC_Os04g30930
Chr4,-,18502896,3UTR,18502386,18503033,LOC_Os04g30970
Chr4,-,18505287,3UTR,18504823,18505470,LOC_Os04g30980
Chr4,-,18506746,intron,18506485,18507043,LOC_Os04g30980
Chr4,-,18506853,intron,18506485,18507043,LOC_Os04g30980
Chr4,+,18530669,3UTR,18530203,18531240,LOC_Os04g31000
Chr4,-,18535167,3UTR,18534803,18535377,LOC_Os04g31010
Chr4,+,18539670,intron,18539460,18539828,LOC_Os04g31020
Chr4,+,18542891,intron,18542716,18543613,LOC_Os04g31020
Chr4,+,18550966,3UTR,18550700,18551282,LOC_Os04g31030
Chr4,-,18551334,3UTR,18550938,18551601,LOC_Os04g31040
Chr4,+,18559424,3UTR,18559115,18559631,LOC_Os04g31050
Chr4,-,18560296,3UTR,18559877,18560599,LOC_Os04g31070
Chr4,-,18589058,3UTR,18589025,18589672,LOC_Os04g31090
Chr4,-,18589322,3UTR,18589025,18589672,LOC_Os04g31090
Chr4,-,18589460,3UTR,18589025,18589672,LOC_Os04g31090
Chr4,-,18589541,3UTR,18589025,18589672,LOC_Os04g31090
Chr4,+,18601288,3UTR,18601187,18601727,LOC_Os04g31110
Chr4,+,18601402,3UTR,18601187,18601727,LOC_Os04g31110
Chr4,-,18602676,3UTR,18602364,18603005,LOC_Os04g31120
Chr4,-,18602940,3UTR,18602364,18603005,LOC_Os04g31120
Chr4,-,18608328,intron,18606368,18608979,LOC_Os04g31120
Chr4,+,18619468,3UTR,18618764,18619775,LOC_Os04g31140
Chr4,-,18659468,3UTR,18659140,18659799,LOC_Os04g31190
Chr4,+,18680822,3UTR,18680577,18681377,LOC_Os04g31210
Chr4,+,18680953,3UTR,18680577,18681377,LOC_Os04g31210
Chr4,+,18681075,3UTR,18680577,18681377,LOC_Os04g31210
Chr4,+,18694744,3UTR,18694514,18695047,LOC_Os04g31240
Chr4,+,18707724,3UTR,18707432,18708027,LOC_Os04g31270
Chr4,+,18722734,3UTR,18722467,18723035,LOC_Os04g31290
Chr4,+,18737805,3UTR,18737616,18738355,LOC_Os04g31320
Chr4,+,18738054,3UTR,18737616,18738355,LOC_Os04g31320
Chr4,+,18743023,3UTR,18742798,18743628,LOC_Os04g31330
Chr4,+,18743181,3UTR,18742798,18743628,LOC_Os04g31330
Chr4,-,18746941,3UTR,18746601,18747140,LOC_Os04g31340
Chr4,-,18757686,3UTR,18757384,18758027,LOC_Os04g31350
Chr4,-,18757794,3UTR,18757384,18758027,LOC_Os04g31350
Chr4,-,18757845,3UTR,18757384,18758027,LOC_Os04g31350
Chr4,+,18776107,3UTR,18775821,18776460,LOC_Os04g31390
Chr4,+,18783449,3UTR,18783320,18783755,LOC_Os04g31400
Chr4,+,18787119,3UTR,18786851,18787510,LOC_Os04g31410
Chr4,+,18787224,3UTR,18786851,18787510,LOC_Os04g31410
Chr4,+,18801550,3UTR,18801476,18801828,LOC_Os04g31430
Chr4,+,18824315,3UTR,18824167,18824883,LOC_Os04g31460
Chr4,+,18824397,3UTR,18824167,18824883,LOC_Os04g31460
Chr4,+,18824591,3UTR,18824167,18824883,LOC_Os04g31460
Chr4,+,18827554,3UTR,18827449,18828096,LOC_Os04g31484
Chr4,+,18846805,3UTR,18846701,18847275,LOC_Os04g31520
Chr4,-,18846933,3UTR,18846720,18847232,LOC_Os04g31524
Chr4,-,18847054,3UTR,18846720,18847232,LOC_Os04g31524
Chr4,+,18870294,3UTR,18870067,18870678,LOC_Os04g31550
Chr4,-,18875557,intron,18875534,18875958,LOC_Os04g31570
Chr4,-,18905452,3UTR,18905155,18905724,LOC_Os04g31610
Chr4,+,18937402,3UTR,18937094,18938465,LOC_Os04g31620
Chr4,+,18938114,3UTR,18937094,18938465,LOC_Os04g31620
Chr4,+,18938214,3UTR,18937094,18938465,LOC_Os04g31620
Chr4,+,18938318,3UTR,18937094,18938465,LOC_Os04g31620
Chr4,+,18949650,intron,18949061,18950244,LOC_Os04g31630
Chr4,+,18949781,intron,18949061,18950244,LOC_Os04g31630
Chr4,+,18959457,3UTR,18958849,18959496,LOC_Os04g31640
Chr4,+,18976722,CDS,18976713,18976733,LOC_Os04g31670
Chr4,+,18987598,3UTR,18987233,18987880,LOC_Os04g31690
Chr4,-,18987962,3UTR,18987093,18988191,LOC_Os04g31700
Chr4,+,18995664,3UTR,18995507,18995991,LOC_Os04g31710
Chr4,+,18996752,3UTR,18996577,18997224,LOC_Os04g31720
Chr4,-,18997865,3UTR,18997566,18998025,LOC_Os04g31730
Chr4,-,19005008,3UTR,19004597,19005243,LOC_Os04g31760
Chr4,-,19005132,3UTR,19004597,19005243,LOC_Os04g31760
Chr4,+,19020932,intron,19020808,19035513,LOC_Os04g31790
Chr4,+,19037596,3UTR,19037359,19038020,LOC_Os04g31790
Chr4,+,19037741,3UTR,19037359,19038020,LOC_Os04g31790
Chr4,+,19043326,intron,19043130,19056141,LOC_Os04g31804
Chr4,+,19058674,3UTR,19058388,19058954,LOC_Os04g31804
Chr4,+,19058777,3UTR,19058388,19058954,LOC_Os04g31804
Chr4,-,19061583,3UTR,19061196,19061843,LOC_Os04g31820
Chr4,+,19081014,3UTR,19080724,19081371,LOC_Os04g31870
Chr4,+,19086313,intron,19086047,19086330,LOC_Os04g31880
Chr4,+,19086752,3UTR,19086391,19087038,LOC_Os04g31880
Chr4,+,19113545,3UTR,19113255,19113870,LOC_Os04g31900
Chr4,-,19113992,3UTR,19113574,19114244,LOC_Os04g31910
Chr4,+,19123846,intron,19123605,19125003,LOC_Os04g31924
Chr4,+,19126985,3UTR,19126787,19127380,LOC_Os04g31924
Chr4,+,19132940,3UTR,19132369,19133359,LOC_Os04g31940
Chr4,+,19133219,3UTR,19132369,19133359,LOC_Os04g31940
Chr4,-,19134221,3UTR,19133951,19134568,LOC_Os04g31950
Chr4,-,19134373,3UTR,19133951,19134568,LOC_Os04g31950
Chr4,-,19141869,3UTR,19141435,19142082,LOC_Os04g31960
Chr4,+,19151753,CDS,19151631,19151861,LOC_Os04g31971
Chr4,+,19151891,3UTR,19151862,19152321,LOC_Os04g31971
Chr4,+,19152021,3UTR,19151862,19152321,LOC_Os04g31971
Chr4,+,19152108,3UTR,19151862,19152321,LOC_Os04g31971
Chr4,+,19181345,intron,19181326,19181398,LOC_Os04g32020
Chr4,+,19181593,intron,19181523,19181999,LOC_Os04g32020
Chr4,+,19182466,3UTR,19182239,19182848,LOC_Os04g32020
Chr4,+,19189815,intron,19189581,19190473,LOC_Os04g32030
Chr4,+,19191630,CDS,19191420,19191985,LOC_Os04g32030
Chr4,+,19191684,CDS,19191420,19191985,LOC_Os04g32030
Chr4,+,19192306,3UTR,19191986,19192692,LOC_Os04g32030
Chr4,+,19192579,3UTR,19191986,19192692,LOC_Os04g32030
Chr4,+,19225312,3UTR,19225171,19225679,LOC_Os04g32050
Chr4,+,19231882,3UTR,19231584,19232180,LOC_Os04g32060
Chr4,+,19235218,3UTR,19235034,19235517,LOC_Os04g32070
Chr4,+,19238240,intron,19238172,19238587,LOC_Os04g32080
Chr4,+,19238284,intron,19238172,19238587,LOC_Os04g32080
Chr4,+,19238555,intron,19238172,19238587,LOC_Os04g32080
Chr4,+,19239018,3UTR,19238882,19239529,LOC_Os04g32080
Chr4,+,19239316,3UTR,19238882,19239529,LOC_Os04g32080
Chr4,-,19240297,3UTR,19240080,19240527,LOC_Os04g32090
Chr4,+,19271107,3UTR,19270978,19271645,LOC_Os04g32110
Chr4,+,19271305,3UTR,19270978,19271645,LOC_Os04g32110
Chr4,+,19286763,3UTR,19286642,19287183,LOC_Os04g32150
Chr4,+,19286982,3UTR,19286642,19287183,LOC_Os04g32150
Chr4,+,19292828,3UTR,19292003,19292981,LOC_Os04g32160
Chr4,-,19294209,3UTR,19293913,19294436,LOC_Os04g32180
Chr4,-,19294333,3UTR,19293913,19294436,LOC_Os04g32180
Chr4,+,19301409,intron,19300746,19301561,LOC_Os04g32190
Chr4,+,19302026,3UTR,19301776,19302547,LOC_Os04g32190
Chr4,+,19302338,3UTR,19301776,19302547,LOC_Os04g32190
Chr4,+,19308408,3UTR,19308099,19308622,LOC_Os04g32210
Chr4,+,19315460,3UTR,19315240,19315887,LOC_Os04g32220
Chr4,+,19327350,3UTR,19327152,19327799,LOC_Os04g32250
Chr4,-,19334551,3UTR,19334210,19334849,LOC_Os04g32270
Chr4,+,19357133,3UTR,19356808,19357455,LOC_Os04g32300
Chr4,+,19371101,3UTR,19370772,19371454,LOC_Os04g32310
Chr4,+,19371155,3UTR,19370772,19371454,LOC_Os04g32310
Chr4,+,19376929,3UTR,19376815,19377228,LOC_Os04g32320
Chr4,+,19382690,3UTR,19382408,19383078,LOC_Os04g32330
Chr4,-,19383824,3UTR,19383072,19384147,LOC_Os04g32340
Chr4,-,19398267,3UTR,19398197,19398844,LOC_Os04g32350
Chr4,-,19398526,3UTR,19398197,19398844,LOC_Os04g32350
Chr4,-,19398577,3UTR,19398197,19398844,LOC_Os04g32350
Chr4,+,19411544,5UTR,19411416,19411703,LOC_Os04g32370
Chr4,+,19418448,3UTR,19418319,19419031,LOC_Os04g32370
Chr4,+,19418720,3UTR,19418319,19419031,LOC_Os04g32370
Chr4,-,19430057,3UTR,19429745,19430138,LOC_Os04g32404
Chr4,-,19430198,intron,19430139,19433505,LOC_Os04g32404
Chr4,+,19444508,3UTR,19444415,19445062,LOC_Os04g32430
Chr4,+,19444843,3UTR,19444415,19445062,LOC_Os04g32430
Chr4,-,19453788,3UTR,19453428,19454257,LOC_Os04g32460
Chr4,-,19455216,CDS,19454926,19455705,LOC_Os04g32460
Chr4,-,19479856,3UTR,19479492,19480106,LOC_Os04g32470
Chr4,-,19483664,intron,19480173,19483798,LOC_Os04g32470
Chr4,+,19497124,3UTR,19496835,19497454,LOC_Os04g32480
Chr4,-,19498823,3UTR,19497963,19499435,LOC_Os04g32490
Chr4,-,19503528,intron,19503412,19504291,LOC_Os04g32490
Chr4,+,19595094,3UTR,19594948,19595864,LOC_Os04g32540
Chr4,+,19595377,3UTR,19594948,19595864,LOC_Os04g32540
Chr4,+,19595527,3UTR,19594948,19595864,LOC_Os04g32540
Chr4,+,19600827,3UTR,19600544,19601209,LOC_Os04g32550
Chr4,-,19601120,3UTR,19600987,19601813,LOC_Os04g32560
Chr4,-,19601503,3UTR,19600987,19601813,LOC_Os04g32560
Chr4,+,19612629,3UTR,19612457,19613010,LOC_Os04g32580
Chr4,-,19612843,3UTR,19612470,19613117,LOC_Os04g32590
Chr4,-,19612994,3UTR,19612470,19613117,LOC_Os04g32590
Chr4,+,19629747,3UTR,19629528,19630158,LOC_Os04g32600
Chr4,+,19629859,3UTR,19629528,19630158,LOC_Os04g32600
Chr4,+,19653948,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19654037,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19654142,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19654267,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19654380,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19655236,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19655324,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19655638,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19656025,3UTR,19653472,19656324,LOC_Os04g32620
Chr4,+,19677678,intron,19677359,19678266,LOC_Os04g32650
Chr4,+,19682000,3UTR,19681730,19682486,LOC_Os04g32650
Chr4,+,19682169,3UTR,19681730,19682486,LOC_Os04g32650
Chr4,+,19688007,3UTR,19687705,19688386,LOC_Os04g32660
Chr4,+,19693301,3UTR,19693108,19693409,LOC_Os04g32670
Chr4,+,19694653,3UTR,19694076,19694978,LOC_Os04g32670
Chr4,-,19693411,3UTR,19693109,19693583,LOC_Os04g32680
Chr4,-,19695403,3UTR,19695068,19695908,LOC_Os04g32690
Chr4,-,19695497,3UTR,19695068,19695908,LOC_Os04g32690
Chr4,+,19737133,intron,19736718,19738775,LOC_Os04g32740
Chr4,+,19739271,3UTR,19739145,19740498,LOC_Os04g32740
Chr4,+,19739339,3UTR,19739145,19740498,LOC_Os04g32740
Chr4,+,19739666,3UTR,19739145,19740498,LOC_Os04g32740
Chr4,+,19761551,CDS,19761094,19762008,LOC_Os04g32760
Chr4,+,19761809,CDS,19761094,19762008,LOC_Os04g32760
Chr4,+,19772208,3UTR,19771878,19772525,LOC_Os04g32770
Chr4,-,19796281,3UTR,19795970,19796631,LOC_Os04g32800
Chr4,-,19796335,3UTR,19795970,19796631,LOC_Os04g32800
Chr4,-,19796442,3UTR,19795970,19796631,LOC_Os04g32800
Chr4,-,19796471,3UTR,19795970,19796631,LOC_Os04g32800
Chr4,-,19819397,3UTR,19819098,19819616,LOC_Os04g32820
Chr4,-,19821884,3UTR,19821408,19822055,LOC_Os04g32830
Chr4,-,19826389,3UTR,19826012,19826725,LOC_Os04g32840
Chr4,-,19835218,3UTR,19834831,19835500,LOC_Os04g32850
Chr4,-,19841517,3UTR,19841265,19841796,LOC_Os04g32860
Chr4,-,19841569,3UTR,19841265,19841796,LOC_Os04g32860
Chr4,-,19850812,3UTR,19850671,19851332,LOC_Os04g32880
Chr4,-,19850975,3UTR,19850671,19851332,LOC_Os04g32880
Chr4,-,19851069,3UTR,19850671,19851332,LOC_Os04g32880
Chr4,-,19851399,intron,19851333,19851448,LOC_Os04g32880
Chr4,+,19892356,3UTR,19892084,19892792,LOC_Os04g32920
Chr4,+,19892491,3UTR,19892084,19892792,LOC_Os04g32920
Chr4,-,19893401,3UTR,19893084,19893728,LOC_Os04g32930
Chr4,-,19893522,3UTR,19893084,19893728,LOC_Os04g32930
Chr4,-,19913374,3UTR,19912928,19913650,LOC_Os04g32950
Chr4,-,19920682,3UTR,19920489,19921004,LOC_Os04g32960
Chr4,-,19920843,3UTR,19920489,19921004,LOC_Os04g32960
Chr4,-,19920912,3UTR,19920489,19921004,LOC_Os04g32960
Chr4,+,19937536,3UTR,19937148,19937866,LOC_Os04g32970
Chr4,-,19940114,3UTR,19939802,19941026,LOC_Os04g32980
Chr4,+,19996127,3UTR,19995789,19996581,LOC_Os04g33030
Chr4,+,19996535,3UTR,19995789,19996581,LOC_Os04g33030
Chr4,+,20009522,3UTR,20009277,20009924,LOC_Os04g33040
Chr4,+,20015511,3UTR,20015304,20015829,LOC_Os04g33050
Chr4,+,20019526,3UTR,20019332,20019934,LOC_Os04g33060
Chr4,+,20019881,3UTR,20019332,20019934,LOC_Os04g33060
Chr4,-,20019880,3UTR,20019438,20020085,LOC_Os04g33070
Chr4,-,20020028,3UTR,20019438,20020085,LOC_Os04g33070
Chr4,-,20021232,3UTR,20020933,20021565,LOC_Os04g33080
Chr4,-,20021293,3UTR,20020933,20021565,LOC_Os04g33080
Chr4,-,20045934,3UTR,20045582,20046274,LOC_Os04g33110
Chr4,-,20046676,intron,20046623,20046720,LOC_Os04g33110
Chr4,-,20065201,3UTR,20064893,20065414,LOC_Os04g33150
Chr4,+,20083049,3UTR,20082770,20083376,LOC_Os04g33190
Chr4,-,20083911,3UTR,20083616,20084152,LOC_Os04g33200
Chr4,+,20099935,3UTR,20099418,20100029,LOC_Os04g33210
Chr4,-,20099880,3UTR,20098731,20100503,LOC_Os04g33220
Chr4,-,20100164,3UTR,20098731,20100503,LOC_Os04g33220
Chr4,-,20109600,3UTR,20109274,20109745,LOC_Os04g33240
Chr4,-,20116937,3UTR,20116621,20117268,LOC_Os04g33260
Chr4,-,20117064,3UTR,20116621,20117268,LOC_Os04g33260
Chr4,-,20120308,intron,20120019,20120799,LOC_Os04g33260
Chr4,-,20120602,intron,20120019,20120799,LOC_Os04g33260
Chr4,-,20124695,3UTR,20124299,20125300,LOC_Os04g33280
Chr4,-,20124949,3UTR,20124299,20125300,LOC_Os04g33280
Chr4,-,20125077,3UTR,20124299,20125300,LOC_Os04g33280
Chr4,+,20141752,3UTR,20141401,20142166,LOC_Os04g33300
Chr4,-,20143777,3UTR,20143373,20144020,LOC_Os04g33310
Chr4,-,20144843,intron,20144227,20145012,LOC_Os04g33310
Chr4,-,20158689,3UTR,20158345,20158992,LOC_Os04g33320
Chr4,-,20187957,3UTR,20186529,20188241,LOC_Os04g33330
Chr4,-,20190091,3UTR,20189689,20190336,LOC_Os04g33340
Chr4,+,20196399,3UTR,20196111,20196513,LOC_Os04g33350
Chr4,+,20201744,3UTR,20201653,20202185,LOC_Os04g33360
Chr4,+,20201860,3UTR,20201653,20202185,LOC_Os04g33360
Chr4,+,20202012,3UTR,20201653,20202185,LOC_Os04g33360
Chr4,+,20213268,3UTR,20212978,20213620,LOC_Os04g33370
Chr4,+,20171221,3UTR,20171026,20171546,LOC_Os04g33390
Chr4,-,20236312,3UTR,20235916,20236407,LOC_Os04g33400
Chr4,-,20229023,3UTR,20228574,20229221,LOC_Os04g33420
Chr4,-,20224575,3UTR,20224255,20224877,LOC_Os04g33440
Chr4,-,20224697,3UTR,20224255,20224877,LOC_Os04g33440
Chr4,-,20221524,3UTR,20220930,20221624,LOC_Os04g33450
Chr4,-,20239877,CDS,20239790,20239897,LOC_Os04g33460
Chr4,-,20245245,3UTR,20244917,20245279,LOC_Os04g33470
Chr4,+,20255824,3UTR,20255499,20256125,LOC_Os04g33480
Chr4,+,20259157,CDS,20258828,20259157,LOC_Os04g33490
Chr4,+,20259274,3UTR,20259158,20259617,LOC_Os04g33490
Chr4,+,20279223,3UTR,20279086,20279796,LOC_Os04g33510
Chr4,+,20279437,3UTR,20279086,20279796,LOC_Os04g33510
Chr4,+,20279625,3UTR,20279086,20279796,LOC_Os04g33510
Chr4,+,20281973,3UTR,20281649,20282277,LOC_Os04g33520
Chr4,-,20283507,3UTR,20283134,20283739,LOC_Os04g33530
Chr4,-,20283688,3UTR,20283134,20283739,LOC_Os04g33530
Chr4,+,20306156,3UTR,20305841,20306481,LOC_Os04g33560
Chr4,-,20319016,3UTR,20318729,20319701,LOC_Os04g33570
Chr4,+,20344943,3UTR,20344734,20345358,LOC_Os04g33590
Chr4,+,20353273,3UTR,20353151,20353855,LOC_Os04g33600
Chr4,+,20353558,3UTR,20353151,20353855,LOC_Os04g33600
Chr4,+,20359646,3UTR,20359399,20359928,LOC_Os04g33610
Chr4,+,20369172,3UTR,20369043,20369529,LOC_Os04g33630
Chr4,+,20369343,3UTR,20369043,20369529,LOC_Os04g33630
Chr4,+,20369425,3UTR,20369043,20369529,LOC_Os04g33630
Chr4,+,20373713,intron,20373375,20375616,LOC_Os04g33640
Chr4,+,20376766,intron,20376654,20377040,LOC_Os04g33640
Chr4,+,20377320,3UTR,20377098,20378259,LOC_Os04g33640
Chr4,+,20377755,3UTR,20377098,20378259,LOC_Os04g33640
Chr4,+,20389942,3UTR,20389712,20390308,LOC_Os04g33660
Chr4,+,20393084,3UTR,20392818,20393386,LOC_Os04g33670
Chr4,+,20395288,3UTR,20395065,20395594,LOC_Os04g33680
Chr4,+,20401073,intron,20400977,20401079,LOC_Os04g33690
Chr4,+,20405710,3UTR,20405389,20406110,LOC_Os04g33690
Chr4,-,20405541,3UTR,20405358,20406005,LOC_Os04g33700
Chr4,-,20411013,3UTR,20410876,20411304,LOC_Os04g33710
Chr4,-,20411181,3UTR,20410876,20411304,LOC_Os04g33710
Chr4,+,20415050,3UTR,20414776,20415542,LOC_Os04g33720
Chr4,+,20415250,3UTR,20414776,20415542,LOC_Os04g33720
Chr4,+,20426915,3UTR,20426683,20427362,LOC_Os04g33740
Chr4,+,20427095,3UTR,20426683,20427362,LOC_Os04g33740
Chr4,+,20444627,3UTR,20444279,20444954,LOC_Os04g33760
Chr4,+,20450744,intron,20450509,20450809,LOC_Os04g33770
